"ROI_A","ROI_B","a","b","k","w_k","w_norm","w_sync","w_frac","w_k_log","w_norm_log","w_sync_log","w_frac_log","xA","yA","zA","xB","yB","zB","lobeA","lobeB"
"TO3.L","SPL.R",7.20473714398691,7.9540608890192,16.0070280410669,16.0070280410669,2.11449751823785,21.3619370602492,0.678654210830526,2.83362667280453,1.13606782887047,3.10736027513617,0.517992407409333,-51.81,-53.45,-6.68,29.08,-47.79,68.92,"Temporal","Parietal"
"TO3.L","SGa.L",20.7097142271174,1.42319290836583,26.0657413995657,26.0657413995657,4.80121488327465,1.35150033628525,0.701971467684984,3.2982687731701,1.7580673582517,0.855053565411778,0.531787266018294,-51.81,-53.45,-6.68,-57,-32.5,46.94,"Temporal","Parietal"
"TO3.L","SGa.R",5.68596144189736,22.203725432573,30.7798566996668,30.7798566996668,2.73937642736141,1.86343955838107,0.688207111628472,3.45883265196268,1.31891886687331,1.0520235450268,0.523667085109535,-51.81,-53.45,-6.68,58.23,-27.26,48.18,"Temporal","Parietal"
"TO3.L","SGp.L",33.8943007876046,1.21591044135653,29.1775958573079,29.1775958573079,4.5450155244886,0.892871241676279,0.624350720981148,3.4070997900377,1.71289942052584,0.63809485178193,0.485108179618512,-51.81,-53.45,-6.68,-54.86,-46.04,43.58,"Temporal","Parietal"
"TO3.L","SGp.R",9.85457478845689,15.4012895961015,32.7460463061906,32.7460463061906,2.65803921009987,5.90368200603662,0.721692198696989,3.51886326397311,1.29692726891064,1.9320548933398,0.543307643627213,-51.81,-53.45,-6.68,55.23,-40.29,43.9,"Temporal","Parietal"
"TO3.L","AG.L",1.6707994579888,24.5517951130085,18.2698951763031,18.2698951763031,2.85254344217549,0.798474622926664,0.582192509049547,2.9585440426763,1.34873356450819,0.586938873921473,0.458811549078433,-51.81,-53.45,-6.68,-50.45,-55.74,39.3,"Temporal","Parietal"
"TO3.L","AG.R",47.6604169547945,0.700834676849363,27.9313711482623,27.9313711482623,4.83287481488887,0.59479597557205,0.535987349851757,3.36492651324212,1.76350998601006,0.466745813053137,0.42917339891797,-51.81,-53.45,-6.68,52.15,-51.69,42.16,"Temporal","Parietal"
"TO3.L","OLs.L",58.0678439750413,1.42632982661189,20.3821662535496,20.3821662535496,2.23961056271343,0.359845004148248,0.406592258432047,3.06255722195859,1.17545312588665,0.307370725715114,0.341169941131467,-51.81,-53.45,-6.68,-32.05,-72.77,47.99,"Temporal","Occipital"
"TO3.L","OLs.R",15.3933643611204,48.3232127257307,17.2992645481714,17.2992645481714,0.634282844854705,0.525336886805285,0.351914679641134,2.90686087041528,0.491204081124075,0.422215295043005,0.301521868855147,-51.81,-53.45,-6.68,33.03,-71.06,49,"Temporal","Occipital"
"TO3.L","OLi.L",13.9857408425882,11.7960955807227,39.2170968345888,39.2170968345888,3.05325840210212,17.9102430915839,0.752611604947623,3.6942921996057,1.39952110137555,2.93970373777462,0.561107021178585,-51.81,-53.45,-6.68,-45.21,-75.63,8.06,"Temporal","Occipital"
"TO3.L","OLi.R",43.5974536436842,0.329789409552897,15.8360283695184,15.8360283695184,4.17635450598698,0.366001453598801,0.418946429742906,2.82352113595789,1.64410104519076,0.311887825275998,0.349914645346112,-51.81,-53.45,-6.68,45.47,-74.11,8.49,"Temporal","Occipital"
"TO3.L","CALC.L",5.02745824220364,16.9284001103859,30.3637461703292,30.3637461703292,3.29134311292336,2.55137315645034,0.73445853163299,3.44565264530982,1.45659976387614,1.2673343333316,0.550695279175877,-51.81,-53.45,-6.68,-10.47,-74.92,18.19,"Temporal","Occipital"
"TO3.L","CALC.R",9.93215020428567,1.48747274397594,37.1591195946795,37.1591195946795,9.66761324609751,4.40030011436535,0.866807701247185,3.64176477489568,2.36721235201594,1.68645452876022,0.62422986045848,-51.81,-53.45,-6.68,11.93,-73.63,18.36,"Temporal","Occipital"
"TO3.L","FMC.L",3.65070548010207,7.84369776614515,32.2549694321806,32.2549694321806,6.02764699529405,7.69258790362138,0.84876649245224,3.50420421254127,1.94985194073298,2.16247069743102,0.614518655869743,-51.81,-53.45,-6.68,-5.38,43.84,-7.87,"Temporal","Frontal"
